URS;REQUISITANTE;NFM;FABRICANTE;VACINA;DATA;MOV;LOTE;VALIDADE; QUANTIDADE ; VALOR 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10416252;JANSSEN PHARMACEUTICA NV;JANSSEN;06/07/2021;14;1821287;15/09/2021; 9.250 ; 455.812 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10527051;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;15/07/2021;14;216VCD200Z;17/12/2021; 15.250 ; 303.018 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10584221;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;21/07/2021;14;216VCD211W;21/12/2021; 12.750 ; 253.343 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10651431;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/07/2021;14;217VCD221W;28/12/2021; 5.000 ; 99.350 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10699922;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/08/2021;14;217VCD221W;28/12/2021; 750 ; 14.903 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10787743;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/08/2021;14;217VCD228Z;04/01/2022; 5.000 ; 99.350 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10787743;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/08/2021;14;211A21A;30/10/2021; 250 ; 12.319 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10802119;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/08/2021;14;217VCD228Z;04/01/2022; 280 ; 5.564 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10853537;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;13/08/2021;14;217VCD232Z;16/01/2022; 2.750 ; 54.643 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10895524;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;17/08/2021;14;217VCD235Z;18/01/2022; 8.250 ; 163.928 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10962013;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/08/2021;14;218VCD245W;28/01/2022; 12.000 ; 238.440 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;11052476;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/09/2021;14;218VCD246Z;28/01/2022; 8.000 ; 158.960 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;11077002;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/09/2021;14;218VCD250W;30/01/2022; 7.000 ; 139.090 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;11208254;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/09/2021;14;218VCD257Z;24/02/2022; 7.250 ; 144.058 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;11248233;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;21/09/2021;14;218VCD261Z;26/02/2022; 8.750 ; 173.863 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;11294890;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/09/2021;14;218VCD254W;22/02/2022; 3.250 ; 64.578 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;11338965;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;29/09/2021;14;219VCD266W;28/02/2022; 4.500 ; 148.500 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9437325;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/03/2021;14;212VCD001ZVA;20/08/2021; 2.500 ; 49.675 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9505395;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/04/2021;14;213VCD001W;03/09/2021; 1.000 ; 19.870 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9564785;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/04/2021;14;213VCD006W;06/09/2021; 5.250 ; 104.318 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9644979;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/04/2021;14;213VCD028W;21/09/2021; 9.500 ; 188.765 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9710463;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;23/04/2021;14;213VCD030Z;21/09/2021; 6.750 ; 134.123 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9776396;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;30/04/2021;14;213VCD036Z;25/09/2021; 11.000 ; 218.570 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9800922;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;03/05/2021;14;213VCD037W;26/09/2021; 17.750 ; 352.693 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9864781;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/05/2021;14;214VCD073W;09/10/2021; 1.500 ; 29.805 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9919806;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;14/05/2021;14;214VCD089W;17/10/2021; 6.000 ; 119.220 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9967899;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;20/05/2021;14;214VCD092W;18/10/2021; 1.810 ; 35.965 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9973809;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;20/05/2021;14;214VCD099W;22/10/2021; 9.250 ; 183.798 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10041890;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/05/2021;14;214VCD099W;22/10/2021; 14.750 ; 293.083 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10092797;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;03/06/2021;14;215VCD140Z;07/11/2021; 14.750 ; 293.083 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10158096;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/06/2021;14;215VCD154Z;13/11/2021; 8.250 ; 163.928 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10276981;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;23/06/2021;14;215VCD158W;20/11/2021; 17.190 ; 341.565 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10305935;JANSSEN PHARMACEUTICA NV;JANSSEN;25/06/2021;14;210A21A;11/08/2021; 2.300 ; 86.893 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10370225;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/07/2021;14;216VCD013VA;28/11/2021; 9.250 ; 183.798 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10420400;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;06/07/2021;14;216VCD189Z;05/12/2021; 7.500 ; 149.025 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10420400;JANSSEN PHARMACEUTICA NV;JANSSEN;06/07/2021;14;1821287;15/09/2021; 6.700 ; 330.156 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10527042;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;15/07/2021;14;216VCD200Z;17/12/2021; 7.250 ; 144.058 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10572745;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;20/07/2021;14;216VCD203Z;18/12/2021; 10.250 ; 203.668 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10651377;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/07/2021;14;217VCD221W;28/12/2021; 5.250 ; 104.318 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10700581;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/08/2021;14;217VCD221W;28/12/2021; 750 ; 14.903 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10787550;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/08/2021;14;211A21A;30/10/2021; 200 ; 9.855 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10787550;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/08/2021;14;217VCD228Z;04/01/2022; 5.250 ; 104.318 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10805213;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/08/2021;14;217VCD228Z;04/01/2022; 260 ; 5.166 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10852969;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;13/08/2021;14;217VCD232Z;16/01/2022; 2.250 ; 44.708 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10894776;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;17/08/2021;14;217VCD235Z;18/01/2022; 8.500 ; 168.895 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10961991;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/08/2021;14;218VCD245W;28/01/2022; 9.250 ; 183.798 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;11052267;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/09/2021;14;218VCD246Z;28/01/2022; 3.750 ; 74.513 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;11075941;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/09/2021;14;218VCD250W;30/01/2022; 3.250 ; 64.578 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;11208165;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/09/2021;14;218VCD257Z;24/02/2022; 3.750 ; 74.513 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;11252097;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;21/09/2021;14;218VCD261Z;26/02/2022; 4.500 ; 89.415 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;11294721;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/09/2021;14;218VCD254W;22/02/2022; 1.750 ; 34.773 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;11338980;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;29/09/2021;14;219VCD266W;28/02/2022; 2.250 ; 74.250 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9437227;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/03/2021;14;212VCD001ZVA;20/08/2021; 1.250 ; 24.838 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9505396;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/04/2021;14;213VCD001W;03/09/2021; 1.250 ; 24.838 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9564805;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/04/2021;14;213VCD006W;06/09/2021; 5.750 ; 114.253 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9644985;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/04/2021;14;213VCD028W;21/09/2021; 10.000 ; 198.700 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9710460;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;23/04/2021;14;213VCD030Z;21/09/2021; 7.750 ; 153.993 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9775994;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;30/04/2021;14;213VCD030Z;21/09/2021; 13.000 ; 258.310 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9811116;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;04/05/2021;14;214VCD073W;09/10/2021; 17.500 ; 347.725 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9864812;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/05/2021;14;214VCD073W;09/10/2021; 1.250 ; 24.838 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9919794;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;14/05/2021;14;214VCD089W;17/10/2021; 6.250 ; 124.188 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9967871;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;20/05/2021;14;214VCD092W;18/10/2021; 1.730 ; 34.375 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9972063;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;20/05/2021;14;214VCD099W;22/10/2021; 10.250 ; 203.668 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10044725;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/05/2021;14;214VCD111W;26/10/2021; 12.750 ; 253.343 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10092827;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;03/06/2021;14;215VCD140Z;07/11/2021; 14.000 ; 278.180 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10158084;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/06/2021;14;215VCD154Z;13/11/2021; 9.000 ; 178.830 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10240597;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;18/06/2021;14;215VCD154Z;13/11/2021; 50 ; 994 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10276971;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;23/06/2021;14;215VCD158W;20/11/2021; 20.270 ; 402.765 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10306189;JANSSEN PHARMACEUTICA NV;JANSSEN;25/06/2021;14;210A21A;11/08/2021; 1.800 ; 68.004 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10370681;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/07/2021;14;216VCD013VA;28/11/2021; 15.000 ; 298.050 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10420295;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;06/07/2021;14;216VCD189Z;05/12/2021; 7.000 ; 139.090 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10420295;JANSSEN PHARMACEUTICA NV;JANSSEN;06/07/2021;14;1821287;15/09/2021; 9.100 ; 448.421 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10527039;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;15/07/2021;14;216VCD200Z;17/12/2021; 9.000 ; 178.830 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10581554;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;21/07/2021;14;216VCD211W;21/12/2021; 10.750 ; 213.603 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10651445;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/07/2021;14;217VCD221W;28/12/2021; 4.750 ; 94.383 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10701979;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/08/2021;14;217VCD221W;28/12/2021; 750 ; 14.903 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10786963;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/08/2021;14;211A21A;30/10/2021; 250 ; 12.319 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10786963;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/08/2021;14;217VCD228Z;04/01/2022; 5.000 ; 99.350 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10801945;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/08/2021;14;217VCD228Z;04/01/2022; 195 ; 3.875 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10853550;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;13/08/2021;14;217VCD232Z;16/01/2022; 2.250 ; 44.708 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10895304;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;17/08/2021;14;217VCD235Z;18/01/2022; 7.500 ; 149.025 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10960956;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/08/2021;14;218VCD245W;28/01/2022; 8.750 ; 173.863 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;11052592;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/09/2021;14;218VCD246Z;28/01/2022; 4.000 ; 79.480 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;11077072;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/09/2021;14;218VCD250W;30/01/2022; 4.000 ; 79.480 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;11208321;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/09/2021;14;218VCD257Z;24/02/2022; 6.000 ; 119.220 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;11257740;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;22/09/2021;14;218VCD261Z;26/02/2022; 7.250 ; 144.058 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;11294988;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/09/2021;14;218VCD254W;22/02/2022; 2.250 ; 44.708 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;11338992;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;29/09/2021;14;219VCD266W;28/02/2022; 2.750 ; 90.750 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9437088;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/03/2021;14;212VCD001ZVA;20/08/2021; 500 ; 9.935 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9505397;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/04/2021;14;213VCD001W;03/09/2021; 2.000 ; 39.740 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9564835;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/04/2021;14;213VCD006W;06/09/2021; 9.250 ; 183.798 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9644991;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;16/04/2021;14;213VCD028W;21/09/2021; 14.250 ; 283.148 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9710457;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;23/04/2021;14;213VCD030Z;21/09/2021; 11.250 ; 223.538 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9776389;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;30/04/2021;14;213VCD036Z;25/09/2021; 19.000 ; 377.530 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9811134;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;04/05/2021;14;214VCD073W;09/10/2021; 25.250 ; 501.718 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9864871;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/05/2021;14;214VCD073W;09/10/2021; 2.000 ; 39.740 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9919040;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;14/05/2021;14;214VCD089W;17/10/2021; 9.000 ; 178.830 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9967637;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;20/05/2021;14;214VCD089W;17/10/2021; 15.000 ; 298.050 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9967757;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;20/05/2021;14;214VCD092W;18/10/2021; 2.540 ; 50.470 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10044219;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/05/2021;14;214VCD110Z;25/10/2021; 24.250 ; 481.848 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10046203;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/05/2021;14;214VCD111W;26/10/2021; 1.065 ; 21.162 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10092809;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;03/06/2021;14;215VCD140Z;07/11/2021; 19.750 ; 392.433 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10158139;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/06/2021;14;215VCD154Z;13/11/2021; 11.000 ; 218.570 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10240525;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;18/06/2021;14;215VCD154Z;13/11/2021; 250 ; 4.968 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10273534;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;22/06/2021;14;215VCD158W;20/11/2021; 31.210 ; 620.143 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10305809;JANSSEN PHARMACEUTICA NV;JANSSEN;25/06/2021;14;210A21A;11/08/2021; 6.250 ; 236.123 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10370170;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/07/2021;14;216VCD013VA;28/11/2021; 25.750 ; 511.653 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10420274;JANSSEN PHARMACEUTICA NV;JANSSEN;06/07/2021;14;1821287;15/09/2021; 13.350 ; 657.848 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10420274;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;06/07/2021;14;216VCD189Z;05/12/2021; 10.000 ; 198.700 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10527029;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;15/07/2021;14;216VCD200Z;17/12/2021; 14.750 ; 293.083 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10575934;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;21/07/2021;14;216VCD211W;21/12/2021; 12.615 ; 250.660 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10575934;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;21/07/2021;14;216VCD203Z;18/12/2021; 3.135 ; 62.292 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10651361;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;28/07/2021;14;217VCD221W;28/12/2021; 7.000 ; 139.090 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10700281;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;02/08/2021;14;217VCD221W;28/12/2021; 1.000 ; 19.870 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10787489;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/08/2021;14;211A21A;30/10/2021; 450 ; 22.175 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10787489;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;09/08/2021;14;217VCD228Z;04/01/2022; 7.000 ; 139.090 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10805186;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;10/08/2021;14;217VCD228Z;04/01/2022; 280 ; 5.564 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10853439;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;13/08/2021;14;217VCD232Z;16/01/2022; 6.250 ; 124.188 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10894799;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;17/08/2021;14;217VCD235Z;18/01/2022; 12.750 ; 253.343 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10961969;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/08/2021;14;218VCD245W;28/01/2022; 12.250 ; 243.408 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10966201;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;24/08/2021;14;218VCD245W;28/01/2022; 500 ; 9.935 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;11052227;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;01/09/2021;14;218VCD246Z;28/01/2022; 5.000 ; 99.350 
